years,event_name,link,status,duration
2018,欧洲Minor-Faceit Major 2018,/event/664.html,已结束,2018/07/19 — 2018/07/23
2018,2018年 KPL秋季预选赛,/event/685.html,已结束,2018/07/16 — 2018/07/27
2018,亚洲Minor-Faceit Major 2018,/event/663.html,已结束,2018/07/16 — 2018/07/21
2018,CIS地区Minor-Faceit Major 2018,/event/665.html,已结束,2018/07/10 — 2018/07/14
2018,美洲Minor-Faceit Major 2018,/event/661.html,已结束,2018/07/07 — 2018/07/12
2018,2018 欧美对抗赛,/event/660.html,已结束,2018/07/06 — 2018/07/11
2018,2018 亚洲对抗赛,/event/655.html,已结束,2018/07/05 — 2018/07/09
2018,ESL One 科隆站 2018,/event/656.html,已结束,2018/07/03 — 2018/07/09
2018,OWC 中国赛区 S2,/event/659.html,已结束,2018/07/01 — 2018/08/31
2018,LOL亚运会,/event/658.html,已结束,2018/06/30 — 2018/09/04
2018,2018 LDL 夏季赛,/event/657.html,已结束,2018/06/29 — 2018/09/15
2018,2018 LMS 夏季赛,/event/648.html,已结束,2018/06/23 — 2018/09/01
2018,2018 冠军杯预选赛,/event/689.html,已结束,2018/06/19 — 2018/07/21
2018,TI8中国区预选赛,/event/652.html,已结束,2018/06/18 — 2018/06/22
2018,2018 LCS 北美夏季赛,/event/638.html,已结束,2018/06/17 — 2018/09/10
2018,2018 LCS 欧洲夏季赛,/event/643.html,已结束,2018/06/15 — 2018/09/09
2018,2018 俄罗斯世界杯,/event/651.html,已结束,2018/06/14 — 2018/07/16
2018,2018 CS:GO亚洲邀请赛,/event/629.html,已结束,2018/06/14 — 2018/06/18
2018,ESL One 贝洛奥里藏特站 2018,/event/649.html,已结束,2018/06/13 — 2018/06/18
2018,2018 LCK夏季赛,/event/644.html,已结束,2018/06/12 — 2018/09/01
2018,2018 LPL夏季赛,/event/645.html,已结束,2018/06/11 — 2018/09/01
2018,ECS Season 5 Finals,/event/646.html,已结束,2018/06/08 — 2018/06/11
2018,China Dota2 Super Major,/event/625.html,已结束,2018/06/03 — 2018/06/11
2018,德玛西亚杯珠海站,/event/640.html,已结束,2018/05/31 — 2018/06/04
2018,SL-i 群星联赛 S5,/event/639.html,已结束,2018/05/28 — 2018/06/04
2018,Adrenaline 网络联赛 2018,/event/636.html,已结束,2018/05/23 — 2018/05/25
2018,ESL One伯明翰MAJOR,/event/622.html,已结束,2018/05/22 — 2018/05/28
2018,DreamHack  公开赛 图尔站 2018,/event/635.html,已结束,2018/05/19 — 2018/05/21
2018,2018 MDL长沙major,/event/624.html,已结束,2018/05/14 — 2018/05/21
2018,ESL 职业联赛 S7 总决赛,/event/615.html,已结束,2018/05/14 — 2018/05/21
2018,2018 MSI 季中冠军赛,/event/626.html,已结束,2018/05/11 — 2018/05/20
2018,GESC：泰国联赛,/event/621.html,已结束,2018/05/09 — 2018/05/13
2018,2018 MSI 入围赛,/event/623.html,已结束,2018/05/03 — 2018/05/10
2018,IEM 悉尼站 2018,/event/614.html,已结束,2018/05/01 — 2018/05/07
2018,2018震中杯MAJOR,/event/604.html,已结束,2018/04/27 — 2018/05/08
2018,DreamHack  大师赛 马赛站 2018,/event/611.html,已结束,2018/04/18 — 2018/04/23
2018,2018 LCK 升降级赛,/event/616.html,已结束,2018/04/17 — 2018/04/22
2018,UZI 2000杀,/event/613.html,已结束,2018/04/12 — 2018/04/20
2018,SLi国际邀请赛S5,/event/612.html,已结束,2018/04/12 — 2018/04/16
2018,CS:GO亚洲巅峰赛 2018,/event/606.html,已结束,2018/04/01 — 2018/04/03
2018,使命召唤OL冠军联赛 S3,/event/607.html,已结束,2018/03/31 — 2018/06/09
2018,2018DAC亚洲邀请赛,/event/598.html,已结束,2018/03/29 — 2018/04/07
2018,V4 Future Sports Festival,/event/603.html,已结束,2018/03/23 — 2018/03/26
2018,SLi CS:GO 重庆·北碚邀请赛,/event/599.html,已结束,2018/03/23 — 2018/03/26
2018,2018年KPL春季赛,/event/592.html,已结束,2018/03/21 — 2018/07/08
2018,DOTA2梦幻联赛S9,/event/600.html,已结束,2018/03/21 — 2018/03/25
2018,OWC 中国赛区 S1,/event/595.html,已结束,2018/03/16 — 2018/05/13
2018,GESC：印度尼西亚联赛,/event/596.html,已结束,2018/03/15 — 2018/03/18
2018,ECS 第五赛季 北美区预选赛,/event/594.html,已结束,2018/03/14 — 2018/05/14
2018,ECS 第五赛季 欧洲区预选赛,/event/593.html,已结束,2018/03/14 — 2018/05/14
2018,WESG 2017 世界总决赛,/event/591.html,已结束,2018/03/13 — 2018/03/18
2018,PGL布加勒斯特,/event/590.html,已结束,2018/03/04 — 2018/03/11
2018,2018 LDL春季赛,/event/589.html,已结束,2018/03/03 — 2018/05/15
2018,IEM 卡托维兹站 2018,/event/587.html,已结束,2018/02/27 — 2018/03/05
2018,SL-i 群星联赛 S4,/event/585.html,已结束,2018/02/17 — 2018/02/26
2018,ESL 职业联赛 S7 北美区预选赛,/event/588.html,已结束,2018/02/13 — 2018/04/26
2018,ESL 职业联赛 S7 欧洲区预选赛,/event/586.html,已结束,2018/02/13 — 2018/04/26
2018,cs_summit 2,/event/584.html,已结束,2018/02/09 — 2018/02/12
2018,2018 LCS 欧洲春季赛,/event/581.html,已结束,2018/01/21 — 2018/03/31
2018,2018 LCS 北美春季赛,/event/572.html,已结束,2018/01/21 — 2018/03/19
2018,2018 LMS 春季赛,/event/583.html,已结束,2018/01/20 — 2018/04/20
2018,2018 LCK春季赛,/event/580.html,已结束,2018/01/16 — 2018/05/01
2018,2018 LPL春季赛,/event/579.html,已结束,2018/01/15 — 2018/04/24
2018,ELEAGUE Major 2018,/event/575.html,已结束,2018/01/12 — 2018/01/29
2018,2017BGF小组赛,/event/582.html,已结束,2018/01/12 — 2018/02/10
2018,2018年 KPL春季预选赛,/event/577.html,已结束,2018/01/01 — 2018/01/12
2019,KeSPA杯2019,/event/905.html,已结束,2019/12/23 — 2020/01/05
2019,2019年王者荣耀冬季冠军杯,/event/902.html,已结束,2019/12/21 — 2020/01/04
2019,2019德玛西亚杯,/event/898.html,已结束,2019/12/21 — 2019/12/29
2019,ONE Esports世界职业邀请赛,/event/904.html,已结束,2019/12/17 — 2019/12/22
2019,EPICENTER 2019,/event/903.html,已结束,2019/12/17 — 2019/12/23
2019,cs_summit 5,/event/900.html,已结束,2019/12/12 — 2019/12/16
2019,BLAST Pro Series Global Final 2019,/event/899.html,已结束,2019/12/12 — 2019/12/15
2019,NEST Pro Series总决赛,/event/895.html,已结束,2019/12/12 — 2019/12/15
2019,2019KPL席位赛,/event/897.html,已结束,2019/12/07 — 2019/12/10
2019,2019全明星赛SOLO赛,/event/894.html,已结束,2019/12/06 — 2019/12/08
2019,2019英雄联盟全明星赛,/event/893.html,已结束,2019/12/06 — 2019/12/08
2019,2019冬季赛·预选赛,/event/891.html,已结束,2019/12/03 — 2019/12/04
2019,ESL Pro League Season 10 Finals,/event/889.html,已结束,2019/12/03 — 2019/12/09
2019,梦幻联赛S13中国区预选赛,/event/890.html,已结束,2019/12/01 — 2019/12/04
2019,2019LPL全明星周末,/event/887.html,已结束,2019/11/30 — 2019/12/01
2019,ECS Season 8 Finals,/event/888.html,已结束,2019/11/28 — 2019/12/02
2019,2019 CS:GO亚洲邀请赛,/event/884.html,已结束,2019/11/20 — 2019/11/25
2019,MDL 成都Major,/event/885.html,已结束,2019/11/16 — 2019/11/24
2019,JBO杯亚洲大师赛第二季,/event/882.html,已结束,2019/11/11 — 2019/11/16
2019,Dota2巅峰联赛 S11,/event/880.html,已结束,2019/11/08 — 2019/11/11
2019,IEM 北京站 2019,/event/881.html,已结束,2019/11/07 — 2019/11/11
2019,BLAST 职业系列赛 哥本哈根站 2019,/event/878.html,已结束,2019/11/01 — 2019/11/03
2019,SL-i 群星联赛 S8,/event/874.html,已结束,2019/10/21 — 2019/10/28
2019,2019极限之地中国区决赛,/event/875.html,已结束,2019/10/19 — 2019/10/21
2019,中国DOTA2职业联赛,/event/883.html,已结束,2019/10/17 — 2020/03/01
2019,2019 S9全球总决赛,/event/870.html,已结束,2019/10/12 — 2019/11/11
2019,2019 S9全球总决赛 入围赛,/event/869.html,已结束,2019/10/02 — 2019/10/09
2019,DH 大师赛 马尔默站 2019,/event/872.html,已结束,2019/10/01 — 2019/10/07
2019,ESL One 纽约站 2019,/event/871.html,已结束,2019/09/26 — 2019/09/30
2019,BLAST 职业系列赛 莫斯科站 2019,/event/868.html,已结束,2019/09/14 — 2019/09/16
2019,2019 LEC S9资格赛,/event/861.html,已结束,2019/09/14 — 2019/09/16
2019,2019年 KPL 秋季赛,/event/866.html,已结束,2019/09/11 — 2019/12/07
2019,2020 LCK 春季升降级赛,/event/867.html,已结束,2019/09/09 — 2019/09/12
2019,2019年 KRKPL 秋季赛,/event/864.html,已结束,2019/09/08 — 2019/10/31
2019,2019 LPL S9资格赛,/event/863.html,已结束,2019/09/07 — 2019/09/09
2019,2019 LCS S9资格赛,/event/860.html,已结束,2019/09/07 — 2019/09/10
2019,2019 LMS S9资格赛,/event/862.html,已结束,2019/09/06 — 2019/09/09
2019,2019 LCK S9资格赛,/event/859.html,已结束,2019/09/03 — 2019/09/08
2019,StarLadder Major 2019,/event/856.html,已结束,2019/08/23 — 2019/09/09
2019,Ti9国际邀请赛,/event/848.html,已结束,2019/08/15 — 2019/08/25
2019,StarLadder Major 2019 Minor Play-in,/event/855.html,已结束,2019/07/29 — 2019/07/30
2019,CIS Minor-StarLadder Major 2019,/event/854.html,已结束,2019/07/24 — 2019/07/29
2019,亚洲 Minor-StarLadder Major 2019,/event/851.html,已结束,2019/07/24 — 2019/07/29
2019,IEM 芝加哥站 2019,/event/853.html,已结束,2019/07/18 — 2019/07/22
2019,欧洲 Minor-StarLadder Major 2019,/event/850.html,已结束,2019/07/17 — 2019/07/22
2019,美洲 Minor-StarLadder Major 2019,/event/849.html,已结束,2019/07/17 — 2019/07/22
2019,BLAST 职业系列赛 洛杉矶站 2019,/event/844.html,已结束,2019/07/14 — 2019/07/16
2019,Ti9中国区预选赛,/event/840.html,已结束,2019/07/11 — 2019/07/15
2019,2019年王者荣耀世界冠军杯,/event/839.html,已结束,2019/07/10 — 2019/08/11
2019,2019 亚洲对抗赛,/event/830.html,已结束,2019/07/04 — 2019/07/08
2019,ESL One 科隆站 2019,/event/837.html,已结束,2019/07/02 — 2019/07/08
2019,OC 中国赛区 2019 S2,/event/838.html,已结束,2019/07/01 — 2019/07/30
2019,2019 欧美对抗赛,/event/836.html,已结束,2019/06/28 — 2019/06/30
2019,2019年 世冠杯KRKPL赛区预选赛,/event/835.html,已结束,2019/06/24 — 2019/07/02
2019,2019莫斯科震中杯Major,/event/828.html,已结束,2019/06/22 — 2019/07/01
2019,2019 LDL 夏季赛,/event/829.html,已结束,2019/06/19 — 2019/09/23
2019,ESL 职业联赛 S9 总决赛,/event/827.html,已结束,2019/06/18 — 2019/06/24
2019,2019 LMS 夏季赛,/event/826.html,已结束,2019/06/13 — 2019/09/01
2019,2019 LEC 夏季赛,/event/822.html,已结束,2019/06/08 — 2019/09/09
2019,2019年 世冠杯KPL赛区预选赛,/event/824.html,已结束,2019/06/06 — 2019/06/10
2019,ECS 第七赛季 总决赛,/event/823.html,已结束,2019/06/06 — 2019/06/10
2019,2019 LCK 夏季赛,/event/819.html,已结束,2019/06/05 — 2019/09/01
2019,2019 LCS 夏季赛,/event/820.html,已结束,2019/06/02 — 2019/08/27
2019,2019 LPL 夏季赛,/event/817.html,已结束,2019/06/01 — 2019/09/10
2019,DH 大师赛 达拉斯站 2019,/event/818.html,已结束,2019/05/29 — 2019/06/03
2019,2019年 KPL夏季预选赛,/event/821.html,已结束,2019/05/27 — 2019/06/02
2019,太平洋挑战赛,/event/816.html,已结束,2019/05/24 — 2019/05/26
2019,2019NESTOB全国电子竞技大赛,/event/815.html,已结束,2019/05/23 — 2019/05/25
2019,cs_summit 4,/event/814.html,已结束,2019/05/23 — 2019/05/26
2019,BLAST 职业系列赛 马德里站 2019,/event/813.html,已结束,2019/05/10 — 2019/05/12
2019,2019 MSI 季中冠军赛,/event/811.html,已结束,2019/05/10 — 2019/05/20
2019,MDL巴黎Disneyland®Major,/event/810.html,已结束,2019/05/04 — 2019/05/13
2019,2019 MSI 入围赛,/event/808.html,已结束,2019/05/01 — 2019/05/08
2019,IEM 悉尼站 2019,/event/812.html,已结束,2019/04/30 — 2019/05/06
2019,DOTA PIT Minor深渊联赛,/event/807.html,已结束,2019/04/22 — 2019/04/29
2019,2019NEST全国电子竞技大赛,/event/805.html,已结束,2019/04/22 — 2019/05/27
2019,2019LCK春季升降级赛,/event/803.html,已结束,2019/04/16 — 2019/04/22
2019,BLAST 职业系列赛 迈阿密站 2019,/event/802.html,已结束,2019/04/13 — 2019/04/15
2019,SL-i 群星联赛 S7,/event/799.html,已结束,2019/03/30 — 2019/04/08
2019,BLAST 职业系列赛 圣保罗站 2019,/event/798.html,已结束,2019/03/22 — 2019/03/24
2019,2019年KRKPL春季赛,/event/797.html,已结束,2019/03/18 — 2019/06/22
2019,OC 中国赛区 2019 S1,/event/796.html,已结束,2019/03/16 — 2019/05/26
2019,梦幻联赛斯德哥尔摩Major,/event/795.html,已结束,2019/03/14 — 2019/03/25
2019,WESG 2018 世界总决赛,/event/789.html,已结束,2019/03/11 — 2019/03/18
2019,SLi基辅Minor,/event/794.html,已结束,2019/03/07 — 2019/03/11
2019,2019年KPL春季赛,/event/793.html,已结束,2019/03/06 — 2019/06/15
2019,2019 LDL 春季赛,/event/791.html,已结束,2019/02/25 — 2019/05/12
2019,ESL One卡托维兹站 2019,/event/788.html,已结束,2019/02/19 — 2019/02/25
2019,OWL守望先锋联赛2019赛季,/event/787.html,已结束,2019/02/15 — 2019/08/25
2019,IEM 卡托维兹 Major 2019,/event/786.html,已结束,2019/02/13 — 2019/03/04
2019,梦幻联赛斯德哥尔摩Major中国区预选赛,/event/785.html,已结束,2019/02/01 — 2019/02/04
2019,IEM Katowice 2019 Minor Play-in,/event/784.html,已结束,2019/01/27 — 2019/01/28
2019,2019 LCS 春季赛,/event/761.html,已结束,2019/01/26 — 2019/05/11
2019,ELEAGUE CS:GO Invitational 2019,/event/782.html,已结束,2019/01/25 — 2019/01/28
2019,守望先锋NeXT冬季赛2018广州线下赛,/event/767.html,已结束,2019/01/24 — 2019/01/25
2019,亚洲Minor-IEM Katowice 2019,/event/776.html,已结束,2019/01/22 — 2019/01/26
2019,美洲Minor-IEM Katowice 2019,/event/774.html,已结束,2019/01/22 — 2019/01/26
2019,2019重庆Major,/event/783.html,已结束,2019/01/19 — 2019/01/27
2019,iBUYPOWER 大师赛 2019,/event/780.html,已结束,2019/01/19 — 2019/01/20
2019,2019 LEC 春季赛,/event/760.html,已结束,2019/01/18 — 2019/05/11
2019,2019 LMS 春季赛,/event/762.html,已结束,2019/01/17 — 2019/05/11
2019,CIS地区Minor-IEM Katowice 2019,/event/772.html,已结束,2019/01/16 — 2019/01/20
2019,欧洲Minor-IEM Katowice 2019,/event/770.html,已结束,2019/01/16 — 2019/01/20
2019,2019 LCK 春季赛,/event/759.html,已结束,2019/01/16 — 2019/04/13
2019,2019 LPL 春季赛,/event/758.html,已结束,2019/01/14 — 2019/04/20
2019,2019 布加勒斯特Minor,/event/768.html,已结束,2019/01/09 — 2019/01/14
2020,KeSPA杯2020,/event/1013.html,已结束,2020/12/21 — 2021/01/02
2020,2020德玛西亚杯,/event/1010.html,已结束,2020/12/21 — 2020/12/27
2020,2020英雄联盟全明星赛,/event/1012.html,已结束,2020/12/18 — 2020/12/20
2020,2020NEST全国电子竞技大赛,/event/1006.html,已结束,2020/11/09 — 2020/11/23
2020,2020 S10全球总决赛,/event/1003.html,已结束,2020/10/03 — 2020/10/31
2020,2020 S10全球总决赛 入围赛,/event/996.html,已结束,2020/09/25 — 2020/09/30
2020,2020 KPL 秋季赛,/event/995.html,已结束,2020/09/16 — 2020/12/19
2020,2020 KGL 秋季赛,/event/990.html,已结束,2020/09/13 — 2020/12/13
2020,2020 FUNSPARK ULTI 预选赛 - 亚洲,/event/994.html,已结束,2020/09/07 — 2020/10/14
2020,2020 LCK S10 资格赛,/event/989.html,已结束,2020/09/07 — 2020/09/09
2020,ESL 职业联赛 S12 - 欧洲,/event/993.html,已结束,2020/09/01 — 2020/10/04
2020,ESL 职业联赛 S12 - 北美,/event/992.html,已结束,2020/09/01 — 2020/09/27
2020,2020 LPL S10 资格赛,/event/985.html,已结束,2020/08/28 — 2020/08/30
2020,2020 ESL ONE 科隆 - 大洋洲,/event/987.html,已结束,2020/08/25 — 2020/08/30
2020,2020 ESL ONE 科隆 - 亚洲,/event/986.html,已结束,2020/08/25 — 2020/08/30
2020,2020 ESL ONE 科隆 - 欧洲,/event/981.html,已结束,2020/08/18 — 2020/08/31
2020,2020 ESL ONE 科隆 - 北美,/event/980.html,已结束,2020/08/18 — 2020/08/30
2020,2020 ESL One 泰国站 - 北美,/event/988.html,已结束,2020/08/09 — 2020/08/31
2020,2020 ESL One 泰国站 - 亚洲,/event/984.html,已结束,2020/08/09 — 2020/09/06
2020,2020 DreamHack 夏季公开赛 - 北美,/event/979.html,已结束,2020/08/08 — 2020/08/16
2020,2020 DreamHack 夏季公开赛 - 欧洲,/event/978.html,已结束,2020/08/08 — 2020/08/16
2020,2020 世界冠军杯,/event/974.html,已结束,2020/07/15 — 2020/08/16
2020,2020 世界冠军杯·选拔赛,/event/972.html,已结束,2020/06/22 — 2020/06/28
2020,2020 LCL 夏季赛,/event/973.html,已结束,2020/06/20 — 2020/08/30
2020,2020 LLA 闭幕赛,/event/971.html,已结束,2020/06/20 — 2020/08/29
2020,2020 PCS 夏季赛,/event/970.html,已结束,2020/06/20 — 2020/09/06
2020,2020 VCS 夏季赛,/event/969.html,已结束,2020/06/19 — 2020/09/05
2020,2020 BLAST 春季决赛 - 北美,/event/968.html,已结束,2020/06/17 — 2020/06/22
2020,2020 LCK 夏季赛,/event/966.html,已结束,2020/06/17 — 2020/09/05
2020,2020 BLAST 春季决赛 - 欧洲,/event/967.html,已结束,2020/06/15 — 2020/06/21
2020,2020 LJL 夏季赛,/event/965.html,已结束,2020/06/13 — 2020/09/06
2020,2020 LCS 夏季赛,/event/964.html,已结束,2020/06/12 — 2020/09/06
2020,2020 LEC 夏季赛,/event/963.html,已结束,2020/06/12 — 2020/09/06
2020,2020 LDL 夏季赛,/event/962.html,已结束,2020/06/10 — 2020/09/06
2020,2020 CBLOL 第二阶段,/event/961.html,已结束,2020/06/06 — 2020/09/05
2020,2020 TCL 夏季赛,/event/960.html,已结束,2020/06/06 — 2020/09/05
2020,2020 OPL 第二阶段,/event/959.html,已结束,2020/06/05 — 2020/08/28
2020,2020 LPL 夏季赛,/event/956.html,已结束,2020/06/05 — 2020/08/27
2020,2020 DreamHack 春季大师赛 - 大洋洲,/event/955.html,已结束,2020/06/03 — 2020/06/07
2020,2020 DreamHack 春季大师赛 - 亚洲,/event/954.html,已结束,2020/06/02 — 2020/06/07
2020,2020 BLAST 春季赛 - 北美,/event/958.html,已结束,2020/06/01 — 2020/06/15
2020,2020 BLAST 春季赛 - 欧洲,/event/957.html,已结束,2020/06/01 — 2020/06/15
2020,2020 英雄联盟 季中杯,/event/949.html,已结束,2020/05/28 — 2020/05/31
2020,2020 ESL One 伯明翰站 - 中国,/event/953.html,已结束,2020/05/26 — 2020/06/07
2020,2020 DreamHack 春季大师赛 - 北美,/event/952.html,已结束,2020/05/19 — 2020/06/14
2020,2020 DreamHack 春季大师赛 - 欧洲,/event/951.html,已结束,2020/05/19 — 2020/06/14
2020,夏季赛转会期竞猜,/event/947.html,已结束,2020/05/10 — 2020/05/20
2020,ESL One: 里约之路 - 大洋洲,/event/946.html,已结束,2020/05/06 — 2020/05/10
2020,ESL One: 里约之路 - 亚洲,/event/945.html,已结束,2020/05/06 — 2020/05/10
2020,ESL One: 里约之路 - 独联体,/event/944.html,已结束,2020/04/30 — 2020/05/17
2020,2020 LCK 夏季升降级赛,/event/943.html,已结束,2020/04/28 — 2020/04/30
2020,ESL One: 里约之路 - 欧洲,/event/942.html,已结束,2020/04/22 — 2020/05/17
2020,ESL One: 里约之路 - 北美,/event/941.html,已结束,2020/04/22 — 2020/05/10
2020,2020 LDL 春季赛,/event/939.html,已结束,2020/04/14 — 2020/04/30
2020,2020 KGL 春季赛,/event/940.html,已结束,2020/04/08 — 2020/07/04
2020,2020 LDL 公开训练赛,/event/938.html,已结束,2020/04/04 — 2020/04/07
2020,2020 KPLGT 春季赛,/event/935.html,已结束,2020/03/29 — 2020/05/30
2020,ESL One 洛杉矶Major 中国区线上赛,/event/937.html,已结束,2020/03/28 — 2020/04/15
2020,2020 KPL 春季赛,/event/931.html,已结束,2020/03/17 — 2020/06/13
2020,ESL 职业联赛 S11,/event/933.html,已结束,2020/03/16 — 2020/04/30
2020,Dota2巅峰联赛 S12,/event/932.html,已结束,2020/03/11 — 2020/03/14
2020,SLi Minor S3,/event/930.html,已结束,2020/03/05 — 2020/03/08
2020,2020 LPL 公开训练赛,/event/927.html,已结束,2020/02/26 — 2020/02/29
2020,IEM Katowice 2020,/event/922.html,已结束,2020/02/24 — 2020/03/02
2020,2020 LCL 春季赛,/event/929.html,已结束,2020/02/22 — 2020/04/30
2020,DreamHack Open Anaheim 2020,/event/921.html,已结束,2020/02/21 — 2020/02/24
2020,WePlay! Dota 2 Tug of War: Mad Moon,/event/926.html,已结束,2020/02/19 — 2020/02/23
2020,2020 LLA 开幕赛,/event/925.html,已结束,2020/02/16 — 2020/04/30
2020,ESL One 洛杉矶Major 中国区预选赛,/event/924.html,已结束,2020/02/14 — 2020/02/17
2020,SLi Minor S3 中国区预选赛,/event/928.html,已结束,2020/02/13 — 2020/02/19
2020,ESL One 洛杉矶Major 中国区海选赛,/event/923.html,已结束,2020/02/12 — 2020/02/13
2020,2020 LJL 春季赛,/event/920.html,已结束,2020/02/08 — 2020/05/04
2020,2020 PCS 春季赛,/event/913.html,已结束,2020/02/08 — 2020/05/03
2020,2020 LCK 春季赛,/event/911.html,已结束,2020/02/05 — 2020/04/30
2020,2020 TCL 冬季赛,/event/919.html,已结束,2020/02/01 — 2020/04/30
2020,ICE Challenge 2020,/event/915.html,已结束,2020/02/01 — 2020/02/07
2020,2020 OPL 第一阶段,/event/917.html,已结束,2020/01/31 — 2020/04/24
2020,2020 VCS 春季赛,/event/916.html,已结束,2020/01/31 — 2020/04/18
2020,BLAST Premier Spring Series 2020,/event/912.html,已结束,2020/01/31 — 2020/02/16
2020,2020 CBLOL 第一阶段,/event/918.html,已结束,2020/01/26 — 2020/05/10
2020,2020 LCS 春季赛,/event/908.html,已结束,2020/01/25 — 2020/04/20
2020,2020 LEC 春季赛,/event/909.html,已结束,2020/01/24 — 2020/04/20
2020,梦幻联赛S13,/event/914.html,已结束,2020/01/18 — 2020/01/26
2020,2020 LPL 春季赛,/event/907.html,已结束,2020/01/13 — 2020/04/19
2020,WePlay!布克维Minor,/event/910.html,已结束,2020/01/09 — 2020/01/13
